"11419: Månedslønn, etter statistikkmål, yrke, næring (SN2007), kjønn, avtalt/vanlig arbeidstid per uke, statistikkvariabel og år"

"statistikkmål";"yrke";"næring (SN2007)";"kjønn";"avtalt/vanlig arbeidstid per uke";"Månedslønn (kr) 2015";"Månedslønn (kr) 2016";"Månedslønn (kr) 2017";"Månedslønn (kr) 2018";"Månedslønn (kr) 2019";"Månedslønn (kr) 2020";"Månedslønn (kr) 2021";"Månedslønn (kr) 2022"
"Gjennomsnitt";"Håndverkere";"73 Reklamevirksomhet og markedsundersøkelser";"Menn";"Heltidsansatte";34850;36360;37450;38000;37110;38160;40250;40410
"Gjennomsnitt";"Håndverkere";"73 Reklamevirksomhet og markedsundersøkelser";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"77 Utleie- og leasingvirksomhet";"Menn";"Heltidsansatte";37110;36210;37400;38350;40400;41030;41710;42790
"Gjennomsnitt";"Håndverkere";"77 Utleie- og leasingvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"78 Arbeidskrafttjenester";"Menn";"Heltidsansatte";31740;32400;33590;35270;36680;37240;39480;41950
"Gjennomsnitt";"Håndverkere";"78 Arbeidskrafttjenester";"Kvinner";"Heltidsansatte";26720;27380;29990;30860;32550;33080;35080;40200
"Gjennomsnitt";"Håndverkere";"79 Reisebyråer og reisearrangører";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"79 Reisebyråer og reisearrangører";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"80 Vakttjeneste og etterforsking";"Menn";"Heltidsansatte";39430;40080;40120;40970;41510;43370;43780;44770
"Gjennomsnitt";"Håndverkere";"80 Vakttjeneste og etterforsking";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"81 Tjenester tilknyttet eiendomsdrift";"Menn";"Heltidsansatte";34450;35000;35680;36910;38240;38560;39830;41430
"Gjennomsnitt";"Håndverkere";"81 Tjenester tilknyttet eiendomsdrift";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;37990;37210
"Gjennomsnitt";"Håndverkere";"81.2 Rengjøringsvirksomhet";"Menn";"Heltidsansatte";35250;35700;36640;37770;38930;39530;40470;41670
"Gjennomsnitt";"Håndverkere";"81.2 Rengjøringsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"82 Forretningsmessig tjenesteyting ellers";"Menn";"Heltidsansatte";38310;39620;:;:;43510;:;41540;:
"Gjennomsnitt";"Håndverkere";"82 Forretningsmessig tjenesteyting ellers";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"84.11 Generell offentlig administrasjon";"Menn";"Heltidsansatte";21970;20640;20070;18190;18180;18860;18790;21390
"Gjennomsnitt";"Håndverkere";"84.11 Generell offentlig administrasjon";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"Menn";"Heltidsansatte";34980;36960;38600;37870;39730;39600;41070;43500
"Gjennomsnitt";"Håndverkere";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"84.21 Utenrikssaker";"Menn";"Heltidsansatte";.;.;.;.;.;.;.;.
"Gjennomsnitt";"Håndverkere";"84.21 Utenrikssaker";"Kvinner";"Heltidsansatte";.;.;.;.;.;.;.;.
"Gjennomsnitt";"Håndverkere";"84.22 Forsvar";"Menn";"Heltidsansatte";36980;37780;39780;41070;40700;42590;43950;48020
"Gjennomsnitt";"Håndverkere";"84.22 Forsvar";"Kvinner";"Heltidsansatte";29330;28880;29930;34310;33650;35840;36260;39130
"Gjennomsnitt";"Håndverkere";"84.23 Retts- og fengselsvesen";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"84.23 Retts- og fengselsvesen";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"84.24 Politi- og påtalemyndighet";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"84.24 Politi- og påtalemyndighet";"Kvinner";"Heltidsansatte";:;:;.;.;.;:;:;.
"Gjennomsnitt";"Håndverkere";"84.25 Brannvern";"Menn";"Heltidsansatte";35030;35930;37260;38110;39450;40210;42250;44150
"Gjennomsnitt";"Håndverkere";"84.25 Brannvern";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"84.30 Trygdeordninger underlagt offentlig forvaltning";"Menn";"Heltidsansatte";.;.;.;.;.;.;.;.
"Gjennomsnitt";"Håndverkere";"84.30 Trygdeordninger underlagt offentlig forvaltning";"Kvinner";"Heltidsansatte";.;.;.;.;.;.;.;.
"Gjennomsnitt";"Håndverkere";"85.1-85.2 Førskole- og grunnskoleundervisning";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"85.1-85.2 Førskole- og grunnskoleundervisning";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"85.3 Undervisning på videregående skoles nivå";"Menn";"Heltidsansatte";24870;25180;26530;24210;25140;25860;27730;29740
"Gjennomsnitt";"Håndverkere";"85.3 Undervisning på videregående skoles nivå";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"85.4 Undervisning i høyere utdanning";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"85.4 Undervisning i høyere utdanning";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning";"Menn";"Heltidsansatte";:;:;:;:;:;:;28060;27050
"Gjennomsnitt";"Håndverkere";"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"86 Helsetjenester";"Menn";"Heltidsansatte";36640;37950;38710;40520;41000;41520;42840;44840
"Gjennomsnitt";"Håndverkere";"86 Helsetjenester";"Kvinner";"Heltidsansatte";32820;:;35710;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"86.1 Sykehustjenester";"Menn";"Heltidsansatte";36640;38020;38710;40550;41020;41350;42770;44920
"Gjennomsnitt";"Håndverkere";"86.1 Sykehustjenester";"Kvinner";"Heltidsansatte";32750;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"87 Pleie og omsorg i institusjon";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"87 Pleie og omsorg i institusjon";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"88.911 Barnehager";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"88.911 Barnehager";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted";"Menn";"Heltidsansatte";29770;29750;29820;31570;31940;32680;33760;35880
"Gjennomsnitt";"Håndverkere";"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"88.993-88.994 Arbeidstreningsvirksomheter";"Menn";"Heltidsansatte";29660;29480;29510;31080;31120;32200;33310;35240
"Gjennomsnitt";"Håndverkere";"88.993-88.994 Arbeidstreningsvirksomheter";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"90 Kunstnerisk virksomhet og underholdning";"Menn";"Heltidsansatte";:;34140;36000;36320;39510;:;42450;44320
"Gjennomsnitt";"Håndverkere";"90 Kunstnerisk virksomhet og underholdning";"Kvinner";"Heltidsansatte";34410;35650;37290;38300;39290;40070;44220;43260
"Gjennomsnitt";"Håndverkere";"91 Bibliotek, muséer o.a. kulturvirksomhet";"Menn";"Heltidsansatte";31300;34290;34700;36090;37370;37530;39040;40530
"Gjennomsnitt";"Håndverkere";"91 Bibliotek, muséer o.a. kulturvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"93 Sports- og fritidsaktiviteter";"Menn";"Heltidsansatte";32100;33580;34610;34630;35000;35300;36390;39000
"Gjennomsnitt";"Håndverkere";"93 Sports- og fritidsaktiviteter";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"94.2 Arbeidstakerorganisasjoner";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"94.2 Arbeidstakerorganisasjoner";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"94.9 Aktiviteter i andre medlemsorganisasjoner";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"94.9 Aktiviteter i andre medlemsorganisasjoner";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"95 Reparasjon av varer til personlig bruk";"Menn";"Heltidsansatte";31900;32970;33550;33570;34820;36130;36900;40920
"Gjennomsnitt";"Håndverkere";"95 Reparasjon av varer til personlig bruk";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"96 Annen personlig tjenesteyting";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"96 Annen personlig tjenesteyting";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Håndverkere";"97 Lønnet arbeid i private husholdninger";"Menn";"Heltidsansatte";.;:;:;.;.;:;.;.
"Gjennomsnitt";"Håndverkere";"97 Lønnet arbeid i private husholdninger";"Kvinner";"Heltidsansatte";.;.;.;.;.;.;.;.
"Gjennomsnitt";"Håndverkere";"99 Internasjonale organer";"Menn";"Heltidsansatte";.;.;.;.;.;.;.;.
"Gjennomsnitt";"Håndverkere";"99 Internasjonale organer";"Kvinner";"Heltidsansatte";.;.;.;.;.;.;.;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"03.2 Akvakultur";"Menn";"Heltidsansatte";35700;36950;38370;40310;43920;46220;47970;49000
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"03.2 Akvakultur";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"05_07_08_09.9 Bergverksdrift";"Menn";"Heltidsansatte";38250;39340;40430;41630;43210;44250;45200;47390
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"05_07_08_09.9 Bergverksdrift";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting";"Menn";"Heltidsansatte";58070;60430;60870;62850;64560;64920;67200;71440
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting";"Kvinner";"Heltidsansatte";50640;55280;55050;58730;61690;60960;63120;67000
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"10-12 Nærings-, drikkevare- og tobakksindustri";"Menn";"Heltidsansatte";34710;35240;36040;36980;38340;38870;40460;41810
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"10-12 Nærings-, drikkevare- og tobakksindustri";"Kvinner";"Heltidsansatte";32150;32520;33530;34350;35390;35760;37270;38730
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"13-15 Tekstil-, bekledning- og lærvareindustri";"Menn";"Heltidsansatte";32600;33000;33570;34780;36210;36620;38830;39950
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"13-15 Tekstil-, bekledning- og lærvareindustri";"Kvinner";"Heltidsansatte";29460;30420;31510;32440;33800;34540;36180;37620
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"16 Trelast- og trevareindustri";"Menn";"Heltidsansatte";31460;32310;33240;34210;35550;36420;38140;40110
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"16 Trelast- og trevareindustri";"Kvinner";"Heltidsansatte";30320;31050;31550;32520;33770;34760;35970;37490
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"17 Papir- og papirvareindustri";"Menn";"Heltidsansatte";34460;35850;36890;37850;38340;38340;40450;44140
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"17 Papir- og papirvareindustri";"Kvinner";"Heltidsansatte";29870;30490;31710;32880;33900;34440;36220;40460
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"18 Trykking, grafisk industri";"Menn";"Heltidsansatte";39260;39610;40460;40240;41450;41620;42000;44380
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"18 Trykking, grafisk industri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"19-21 Oljeraffinering, kjemisk og farmasøytisk industri";"Menn";"Heltidsansatte";41030;42210;43000;44270;46870;46760;48270;50720
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"19-21 Oljeraffinering, kjemisk og farmasøytisk industri";"Kvinner";"Heltidsansatte";37280;40290;41170;43240;44990;43750;45090;48030
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"22-23 Gummi-, plast- og mineralsk industri";"Menn";"Heltidsansatte";34720;35540;36220;37310;38600;39140;40750;42610
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"22-23 Gummi-, plast- og mineralsk industri";"Kvinner";"Heltidsansatte";31210;32040;33010;33930;35410;36050;36800;38870
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"24 Metallindustri";"Menn";"Heltidsansatte";40790;41410;42390;44590;45840;47080;48690;51680
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"24 Metallindustri";"Kvinner";"Heltidsansatte";38460;39380;40600;43100;44640;46020;46550;49430
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"25 Metallvareindustri";"Menn";"Heltidsansatte";35230;35960;36640;37400;38590;39630;40780;42580
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"25 Metallvareindustri";"Kvinner";"Heltidsansatte";34730;35870;36950;37600;39020;40330;41470;43440
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"26-27 Data- og elektrisk utstyrsindustri";"Menn";"Heltidsansatte";38770;40090;41010;41110;41670;42280;44560;46450
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"26-27 Data- og elektrisk utstyrsindustri";"Kvinner";"Heltidsansatte";32470;33340;33660;34850;35770;36610;37730;39690
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"28 Maskinindustri";"Menn";"Heltidsansatte";36040;36380;37970;39220;41110;41320;42280;44540
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"28 Maskinindustri";"Kvinner";"Heltidsansatte";32570;32480;33240;35200;36490;36760;37090;39020
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"29-30 Annen verkstedindustri";"Menn";"Heltidsansatte";33840;33230;34810;35950;37020;37820;38950;40560
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"29-30 Annen verkstedindustri";"Kvinner";"Heltidsansatte";31990;32100;33580;35350;36200;36570;37990;39040
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"31-32 Møbelindustri og annen industri";"Menn";"Heltidsansatte";32320;32770;33580;34490;36090;37300;37590;40140
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"31-32 Møbelindustri og annen industri";"Kvinner";"Heltidsansatte";32040;31850;33100;34170;35440;35820;37160;38880
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"33 Maskinreparasjon og -installasjon";"Menn";"Heltidsansatte";36730;38130;39120;40480;41860;41800;42890;44890
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"33 Maskinreparasjon og -installasjon";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"41 Oppføring av bygninger";"Menn";"Heltidsansatte";36150;37700;38640;39720;40920;41810;42710;44980
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"41 Oppføring av bygninger";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"42 Anleggsvirksomhet";"Menn";"Heltidsansatte";39150;40840;41700;43150;44570;45400;47390;49600
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"42 Anleggsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;40730;40350;42920
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"43 Spesialisert bygge- og anleggsvirksomhet";"Menn";"Heltidsansatte";35760;36900;37930;39210;40490;41270;42220;44150
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"43 Spesialisert bygge- og anleggsvirksomhet";"Kvinner";"Heltidsansatte";:;33510;34690;34850;36140;37120;37530;38730
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"45 Handel med og reparasjon av motorvogner";"Menn";"Heltidsansatte";33420;31680;32900;33320;34920;35560;36660;37750
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"45 Handel med og reparasjon av motorvogner";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"46 Agentur- og engroshandel, unntatt med motorvogner";"Menn";"Heltidsansatte";35900;36490;37430;38900;39980;41530;42640;44830
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"46 Agentur- og engroshandel, unntatt med motorvogner";"Kvinner";"Heltidsansatte";30550;30690;31020;33260;34150;35660;35650;37030
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"47 Detaljhandel, unntatt med motorvogner";"Menn";"Heltidsansatte";32630;32810;33760;34350;35010;35790;37970;39940
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"47 Detaljhandel, unntatt med motorvogner";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"49.1_49.3 Landtransport med passasjerer";"Menn";"Heltidsansatte";34610;36160;36370;37010;38180;38840;40980;42840
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"49.1_49.3 Landtransport med passasjerer";"Kvinner";"Heltidsansatte";33690;35100;35830;36930;38190;38960;40440;42190
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"49.2_49.4 Landtransport med gods";"Menn";"Heltidsansatte";33160;34630;35400;36540;37430;38120;39120;41020
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"49.2_49.4 Landtransport med gods";"Kvinner";"Heltidsansatte";30750;32140;32810;33670;34330;34730;36330;38090
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"50.1 Sjøfart og kysttrafikk med passasjerer";"Menn";"Heltidsansatte";34750;35920;36910;37240;39740;39370;41100;43460
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"50.1 Sjøfart og kysttrafikk med passasjerer";"Kvinner";"Heltidsansatte";30150;30740;33950;34290;36750;35670;37330;39720
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"50.2 Sjøfart og kysttrafikk med gods";"Menn";"Heltidsansatte";42810;43050;44060;45070;46580;47290;48310;49010
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"50.2 Sjøfart og kysttrafikk med gods";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;36910
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"51 Lufttransport";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"51 Lufttransport";"Kvinner";"Heltidsansatte";.;.;.;.;.;.;.;.
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"52 Transporttjenester og lagring";"Menn";"Heltidsansatte";35050;37010;38590;39860;40470;41500;44000;45060
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"52 Transporttjenester og lagring";"Kvinner";"Heltidsansatte";:;:;:;:;37940;39690;42500;42740
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"53 Post og distribusjonsvirksomhet";"Menn";"Heltidsansatte";33700;34120;34540;35130;35990;36580;37230;39360
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"53 Post og distribusjonsvirksomhet";"Kvinner";"Heltidsansatte";:;32660;32790;33780;35210;35260;36230;38680
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"55 Overnattingsvirksomhet";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"55 Overnattingsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"56.1_56.3 Restaurantvirksomhet og drift av barer";"Menn";"Heltidsansatte";:;28120;28570;29250;30600;30010;31740;33860
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"56.1_56.3 Restaurantvirksomhet og drift av barer";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"Menn";"Heltidsansatte";30200;31110;31240;32330;33490;:;34000;39170
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"Kvinner";"Heltidsansatte";:;:;31380;32350;33490;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"58 Forlagsvirksomhet";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"58 Forlagsvirksomhet";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"59 Film- og TV-produksjon, musikkutgivelse";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"59 Film- og TV-produksjon, musikkutgivelse";"Kvinner";"Heltidsansatte";:;:;:;.;.;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"60 Radio- og fjernsynskringkasting";"Menn";"Heltidsansatte";.;.;.;.;.;.;:;.
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"60 Radio- og fjernsynskringkasting";"Kvinner";"Heltidsansatte";.;.;.;.;.;.;.;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"61 Telekommunikasjon";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"61 Telekommunikasjon";"Kvinner";"Heltidsansatte";:;.;.;:;.;.;.;.
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"62 IT-tjenester";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"62 IT-tjenester";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"63 Informasjonstjenester";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"63 Informasjonstjenester";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"64.1_65.1-65.3 Bank- og forsikringsvirksomhet";"Menn";"Heltidsansatte";:;:;:;.;.;.;.;.
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"64.1_65.1-65.3 Bank- og forsikringsvirksomhet";"Kvinner";"Heltidsansatte";.;.;.;.;.;.;.;.
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting";"Kvinner";"Heltidsansatte";:;:;:;.;.;.;.;.
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"68.2 Utleie av egen eller leid fast eiendom";"Menn";"Heltidsansatte";32840;32700;36290;37920;37460;38630;38020;40740
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"68.2 Utleie av egen eller leid fast eiendom";"Kvinner";"Heltidsansatte";:;.;:;:;:;:;:;:
"Gjennomsnitt";"Prosess- og maskinoperatører, transportarbeidere mv.";"68.31 Eiendomsmegling";"Menn";"Heltidsansatte";.;:;.;.;.;.;.;.
